Vertices,Source,Dest,IO_Time,Algo_Time,I,D,U,Sift_Up,Sift_Down
1048576,1003499,-1,28398.6,10182.6,1048576,1048576,2325216,1773700,32756051
1048576,631436,-1,28348.1,10021,1048576,1048576,2322162,1773495,32724852
1048576,433837,-1,28386.3,10157.6,1048576,1048576,2325832,1777716,32758125
1048576,650942,-1,28332.3,9861.53,1048576,1048576,2323197,1773978,32733878
1048576,80455,-1,28327.3,9935.17,1048576,1048576,2324766,1770004,32761399
1048576,388889,-1,28424.6,10617.2,1048576,1048576,2325239,1773194,32766571
1048576,444133,-1,28401.5,10301.3,1048576,1048576,2322137,1768479,32732328
1048576,257794,-1,28316,10412.5,1048576,1048576,2323544,1771816,32746992
1048576,662537,-1,28328.5,10352.7,1048576,1048576,2321646,1770722,32726492
1048576,754200,-1,28374,10125,1048576,1048576,2323786,1772990,32748879
1048576,177155,-1,40470.9,14679.5,1048576,1048576,2602185,1980885,35565080
1048576,269638,-1,40422.6,14710.5,1048576,1048576,2599353,1978268,35537642
1048576,583096,-1,40808.7,14776.2,1048576,1048576,2599935,1976090,35558048
1048576,916075,-1,40831,14899,1048576,1048576,2601436,1976066,35570010
1048576,393231,-1,40749.4,14734.9,1048576,1048576,2600477,1977633,35543117
1048576,169763,-1,40773.4,15033.1,1048576,1048576,2598146,1972360,35544288
1048576,186521,-1,41038.7,14321,1048576,1048576,2601963,1979720,35560720
1048576,437115,-1,40525.9,15016.1,1048576,1048576,2600034,1982599,35556640
1048576,229159,-1,40461.8,14462.1,1048576,1048576,2601117,1978061,35557498
1048576,387396,-1,40511,14471.9,1048576,1048576,2599370,1979977,35534904
1048576,888143,-1,40286.9,14259.8,1048576,1048576,2601058,1974790,35571579
1048576,727177,-1,40612.2,14250.4,1048576,1048576,2600947,1979628,35549395
1048576,882343,-1,40521.8,14313.5,1048576,1048576,2600437,1973986,35573800
1048576,345243,-1,40252.9,14240.2,1048576,1048576,2603090,1977714,35592731
1048576,222675,-1,40444,14545.2,1048576,1048576,2600487,1975353,35561202
1048576,247845,-1,40304.5,14426.2,1048576,1048576,2601866,1976914,35578206
1048576,250962,-1,40492,14588,1048576,1048576,2600095,1975557,35555872
1048576,1017734,-1,40286.3,14436.4,1048576,1048576,2601948,1979310,35572890
1048576,581894,-1,40369.6,14464.7,1048576,1048576,2601330,1980032,35559199
1048576,1003824,-1,40341.1,14288.2,1048576,1048576,2600716,1978206,35558034
1048576,945091,-1,40442.6,14373.3,1048576,1048576,2601243,1974127,35574515
1048576,862647,-1,40315.5,14230.5,1048576,1048576,2600007,1976777,35560292
1048576,486692,-1,40323.3,14261.3,1048576,1048576,2601183,1982232,35553210
